70,089,17,40,18,55, , , , ,A,1970-03-30T17:40:00.000000Z,1970-03-30T18:55:00.000000Z
70,089,21,48,22,25, , , , , ,1970-03-30T21:48:00.000000Z,1970-03-30T22:25:00.000000Z
70,089,23,27,00,15, , , , , ,1970-03-30T23:27:00.000000Z,1970-03-31T00:15:00.000000Z
70,090,11,18,12,00, , , , , ,1970-03-31T11:18:00.000000Z,1970-03-31T12:00:00.000000Z
70,090,16,39,17,10, , , , , ,1970-03-31T16:39:00.000000Z,1970-03-31T17:10:00.000000Z
70,091,00,28,01,05, , , , , ,1970-04-01T00:28:00.000000Z,1970-04-01T01:05:00.000000Z
70,091,01,30,02,15, , , , , ,1970-04-01T01:30:00.000000Z,1970-04-01T02:15:00.000000Z
70,091,03,00,03,40, , , , , ,1970-04-01T03:00:00.000000Z,1970-04-01T03:40:00.000000Z
70,091,06,11,06,50, , , , ,A,1970-04-01T06:11:00.000000Z,1970-04-01T06:50:00.000000Z
70,091,08,09,08,50, , , , , ,1970-04-01T08:09:00.000000Z,1970-04-01T08:50:00.000000Z
70,091,09,52,10,35, , , , ,A,1970-04-01T09:52:00.000000Z,1970-04-01T10:35:00.000000Z
70,091,12,03,12,35, , , , , ,1970-04-01T12:03:00.000000Z,1970-04-01T12:35:00.000000Z
70,092,17,03,17,35, , , , ,A,1970-04-02T17:03:00.000000Z,1970-04-02T17:35:00.000000Z
70,093,10,49,12,05, , , , ,A,1970-04-03T10:49:00.000000Z,1970-04-03T12:05:00.000000Z
70,094,20,53,21,20, , , , , ,1970-04-04T20:53:00.000000Z,1970-04-04T21:20:00.000000Z
70,095,11,37,12,40, , , , ,C,1970-04-05T11:37:00.000000Z,1970-04-05T12:40:00.000000Z
70,095,23,47,  ,  , , , , , ,1970-04-05T23:47:00.000000Z,1970-04-05T23:47:00.000000Z
70,096,11,10,11,40, , , , , ,1970-04-06T11:10:00.000000Z,1970-04-06T11:40:00.000000Z
70,098,00,22,01,50, , , , ,C,1970-04-08T00:22:00.000000Z,1970-04-08T01:50:00.000000Z
70,098,08,09,10,10, , , , ,C,1970-04-08T08:09:00.000000Z,1970-04-08T10:10:00.000000Z
70,100,11,05,11,40, , , , , ,1970-04-10T11:05:00.000000Z,1970-04-10T11:40:00.000000Z
70,101,23,58,00,40, , , , , ,1970-04-11T23:58:00.000000Z,1970-04-12T00:40:00.000000Z
70,102,02,40,03,35,6, , , , ,1970-04-12T02:40:00.000000Z,1970-04-12T03:35:00.000000Z
70,102,06,35,07,10, , , , , ,1970-04-12T06:35:00.000000Z,1970-04-12T07:10:00.000000Z
70,102,07,20,07,50, , , , , ,1970-04-12T07:20:00.000000Z,1970-04-12T07:50:00.000000Z
70,103,14,42,15,10, , , , , ,1970-04-13T14:42:00.000000Z,1970-04-13T15:10:00.000000Z
70,103,16,05,16,45, , , , ,A,1970-04-13T16:05:00.000000Z,1970-04-13T16:45:00.000000Z
70,103,21,10,21,45, , , , , ,1970-04-13T21:10:00.000000Z,1970-04-13T21:45:00.000000Z
70,104,01,35,02,10, , , , , ,1970-04-14T01:35:00.000000Z,1970-04-14T02:10:00.000000Z
70,104,10,42,11,50, , , , ,A,1970-04-14T10:42:00.000000Z,1970-04-14T11:50:00.000000Z
70,105,01,09,05,00,5, , , ,S,1970-04-15T01:09:00.000000Z,1970-04-15T05:00:00.000000Z
70,105,12,15,13,10, , , , , ,1970-04-15T12:15:00.000000Z,1970-04-15T13:10:00.000000Z
